node_1,node_2,sim,course
Pop Songs and Poetry: Theory and Analysis,theory,0.62086964,True
Pop Songs and Poetry: Theory and Analysis,rhythm,0.55675447,True
Pop Songs and Poetry: Theory and Analysis,poetry analysis,0.75645304,True
Pop Songs and Poetry: Theory and Analysis,contemporary popular music,0.607625,True
Pop Songs and Poetry: Theory and Analysis,german poetry,0.5937592,True
Pop Songs and Poetry: Theory and Analysis,depth analysis,0.57339287,True
Pop Songs and Poetry: Theory and Analysis,otgenre,0.5370933,True
Pop Songs and Poetry: Theory and Analysis,pop song,0.6495328,True
Pop Songs and Poetry: Theory and Analysis,additional example,0.5349626,True
Pop Songs and Poetry: Theory and Analysis,poetry,0.6170429,True
Pop Songs and Poetry: Theory and Analysis,poetry theory,0.74110687,True
Pop Songs and Poetry: Theory and Analysis,song,0.57466406,True
Pop Songs and Poetry: Theory and Analysis,poem work,0.6388339,True
Pop Songs and Poetry: Theory and Analysis,rap,0.56995213,True
Pop Songs and Poetry: Theory and Analysis,analysis poetry,0.76752865,True
Pop Songs and Poetry: Theory and Analysis,literary theory,0.6727569,True
Pop Songs and Poetry: Theory and Analysis,analysis,0.65905225,True
Pop Songs and Poetry: Theory and Analysis,conventional pop music,0.5899326,True
The Idea of Europe: The Intellectual History of Europe,identity,0.59438866,True
The Idea of Europe: The Intellectual History of Europe,intellectualtory,0.59264195,True
The Idea of Europe: The Intellectual History of Europe,concept,0.6251379,True
The Idea of Europe: The Intellectual History of Europe,idea,0.6147923,True
The Idea of Europe: The Intellectual History of Europe,historical cultural factor,0.66592515,True
The Idea of Europe: The Intellectual History of Europe,ucm,0.55375093,True
The Idea of Europe: The Intellectual History of Europe,historical continuity,0.60560554,True
The Idea of Europe: The Intellectual History of Europe,personal identity,0.56472254,True
The Idea of Europe: The Intellectual History of Europe,culturaltory,0.5774777,True
The Idea of Europe: The Intellectual History of Europe,modern civilization,0.58906174,True
The Idea of Europe: The Intellectual History of Europe,historical biography,0.51501334,True
The Idea of Europe: The Intellectual History of Europe,worldtory,0.5332838,True
The Idea of Europe: The Intellectual History of Europe,european community,0.6390734,True
Telling Stories,genre,0.55356973,True
Telling Stories,tell story,0.63314384,True
Telling Stories,literary theory,0.59938073,True
Telling Stories,writing,0.5761975,True
Telling Stories,short fiction,0.67016256,True
Telling Stories,literary genre,0.63517535,True
Telling Stories,creative writing,0.68216866,True
Telling Stories,several detective story,0.54493725,True
Telling Stories,key literary concept,0.6262084,True
Telling Stories,narrative technique,0.5972972,True
Telling Stories,fiction,0.59322435,True
Telling Stories,short story,0.6283015,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",critical lense,0.57241875,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",sexuality,0.5668897,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",critical role literature,0.5943519,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",historical gender,0.71469474,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",cultural,0.54256964,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",sociology,0.5799098,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",social category,0.5203165,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",disciplinary perspective,0.59511983,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",crucial difference,0.6309194,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",differenttorical case,0.5501304,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",gender,0.59978527,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",culturaltory making,0.5790656,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",foucault,0.5836133,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",critical perspective,0.63470644,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",diversity,0.5712172,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",individual identity,0.56736165,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",classequity,0.5984159,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",social change,0.5820778,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",difference,0.54657036,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",historical,0.5639839,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",socialequality,0.5806825,True
"The Making of Crucial Differences: ‘Race’, Sexuality, Gender, and Class in Historical Perspective",historical perspective,0.601036,True
Enlightenment and Romanticism,political perspective,0.5442474,True
Enlightenment and Romanticism,enlightenment,0.60473764,True
Enlightenment and Romanticism,romantic value,0.54086703,True
Enlightenment and Romanticism,romantic poetry,0.5902535,True
Enlightenment and Romanticism,interdisciplinary enlightenment,0.6288719,True
Enlightenment and Romanticism,ideological ambition,0.54207015,True
Enlightenment and Romanticism,historical context,0.57831806,True
Enlightenment and Romanticism,opposetellectual tradition,0.5600643,True
Enlightenment and Romanticism,romantic,0.5368391,True
Enlightenment and Romanticism,social psychology,0.52531815,True
Enlightenment and Romanticism,philosophicaltroduction,0.58184206,True
Enlightenment and Romanticism,culturaltory,0.54315794,True
Enlightenment and Romanticism,human subjectivity,0.5760368,True
Enlightenment and Romanticism,voltaire,0.5692867,True
Enlightenment and Romanticism,romantic view,0.58925354,True
Enlightenment and Romanticism,rousseau,0.5955478,True
"States and Nations in Europe, from the Middle Ages to the First World War",fifteenth century,0.5779068,True
"States and Nations in Europe, from the Middle Ages to the First World War",middle age,0.5096587,True
"States and Nations in Europe, from the Middle Ages to the First World War",nation,0.57152474,True
"States and Nations in Europe, from the Middle Ages to the First World War",diplomacy,0.58850205,True
"States and Nations in Europe, from the Middle Ages to the First World War",high middle age,0.5166477,True
"States and Nations in Europe, from the Middle Ages to the First World War",first world war,0.52978075,True
"States and Nations in Europe, from the Middle Ages to the First World War",historical event,0.58784044,True
"States and Nations in Europe, from the Middle Ages to the First World War",international relation,0.63515115,True
"States and Nations in Europe, from the Middle Ages to the First World War",nationalism,0.6373199,True
"States and Nations in Europe, from the Middle Ages to the First World War",origin,0.5571975,True
Ancient Philosophy,ancient,0.61374485,True
Ancient Philosophy,ancient philosophy,0.76513386,True
Ancient Philosophy,german philosophical tradition,0.66409266,True
Ancient Philosophy,influential ancient philosopher,0.75600076,True
Ancient Philosophy,philosopwhitehead,0.5721272,True
Ancient Philosophy,indian philosopher,0.6244064,True
Ancient Philosophy,easy ancient philosophy,0.7283913,True
Ancient Philosophy,contemporary philosophy,0.6461055,True
Ancient Philosophy,canonical philosophical,0.59562147,True
Ancient Philosophy,antiquity,0.56178993,True
Ancient Philosophy,philosophical,0.5954392,True
Ancient Philosophy,ancient greek philosophy,0.77355444,True
Ancient Philosophy,philosopher,0.62237,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,artistic response,0.62009573,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,late 19th century,0.56014633,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,early 21st century,0.5593067,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,intellectual emancipation,0.5850868,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,critical reflection,0.6023191,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,presence,0.65305847,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,art market,0.60584104,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,global art market,0.6251763,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,local artstitution,0.60939986,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,artistic practice,0.6436206,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,theoretical approach,0.567469,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,effective artistic critique,0.6412205,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,modern,0.58217436,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,contemporary art,0.6844764,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,jan van eyck,0.5473357,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,artwork,0.5853603,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,art review,0.66045785,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,modern avant,0.5761318,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,contemporary art world,0.69073737,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,fascist totalitarianism,0.5195039,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,relevance,0.5555145,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,garde manifesto,0.6107702,True
The Presence of Art: Reinterpreting Modern and Contemporary Art,maastricht,0.5883411,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),cultural,0.6096364,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),heritage value,0.68331707,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),new economic system,0.5198791,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),variousitage field,0.5269147,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),heritage,0.6255207,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),urban landscape,0.5316988,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),human practice,0.53346115,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),authenticity,0.58647335,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),heritage preservation,0.70956206,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),material culture,0.6507059,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),heritage practice,0.71121806,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),sustainability,0.58497745,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),value system,0.58341944,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),potentialitage,0.62345105,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),broad global context,0.5592952,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),contemporaryitage practice,0.70603234,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),criticalitage,0.573228,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),value,0.512918,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),conservation,0.5850912,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),ecosystem,0.5632818,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),culturalitage,0.63902646,True
Heritage Studies: Preserving Our Natural and Cultural Pasts (and Futures),monumental architecture,0.5747863,True
Cultural Diversity in a Globalizing World,globalization,0.6808843,True
Cultural Diversity in a Globalizing World,orientalism,0.5876391,True
Cultural Diversity in a Globalizing World,cultural,0.6085115,True
Cultural Diversity in a Globalizing World,influential theory,0.5523735,True
Cultural Diversity in a Globalizing World,sociology,0.57871985,True
Cultural Diversity in a Globalizing World,globalterconnectedness,0.5865612,True
Cultural Diversity in a Globalizing World,social difference,0.5618025,True
Cultural Diversity in a Globalizing World,migration,0.52308536,True
Cultural Diversity in a Globalizing World,theme,0.54249173,True
Cultural Diversity in a Globalizing World,social transformation,0.55180436,True
Cultural Diversity in a Globalizing World,disciplinary perspective,0.6002897,True
Cultural Diversity in a Globalizing World,diversity,0.62248135,True
Cultural Diversity in a Globalizing World,multiculturalism,0.63803965,True
Cultural Diversity in a Globalizing World,cultural diversity,0.71737784,True
Cultural Diversity in a Globalizing World,occidentalism,0.5866141,True
Cultural Diversity in a Globalizing World,different theory,0.5191108,True
Cultural Diversity in a Globalizing World,wide ecological question,0.57168067,True
Cultural Diversity in a Globalizing World,cultural production,0.61136997,True
Cultural Diversity in a Globalizing World,various disciplinary perspective,0.60436183,True
Medieval Civilization: Making the Middle Ages Relevant,medieval culture,0.6685947,True
Medieval Civilization: Making the Middle Ages Relevant,middle age,0.56452906,True
Medieval Civilization: Making the Middle Ages Relevant,middle age relevant,0.6385261,True
Medieval Civilization: Making the Middle Ages Relevant,late 14th century,0.5900849,True
Medieval Civilization: Making the Middle Ages Relevant,medieval relevant,0.74052143,True
Medieval Civilization: Making the Middle Ages Relevant,contemporary society,0.5919936,True
Medieval Civilization: Making the Middle Ages Relevant,medievaltory,0.62067664,True
Medieval Civilization: Making the Middle Ages Relevant,medieval civilization,0.7234987,True
Medieval Civilization: Making the Middle Ages Relevant,grim period,0.5953725,True
Medieval Civilization: Making the Middle Ages Relevant,theme,0.5388901,True
Medieval Civilization: Making the Middle Ages Relevant,dark age,0.6222363,True
Medieval Civilization: Making the Middle Ages Relevant,early middle age,0.54718,True
Medieval Civilization: Making the Middle Ages Relevant,medieval period,0.67868733,True
Medieval Civilization: Making the Middle Ages Relevant,contemporary societal issue,0.5873133,True
Medieval Civilization: Making the Middle Ages Relevant,medieval past,0.643167,True
"Digital Media: Digitalization, Digital Cultures and User Practices",digital citizen,0.70630246,True
"Digital Media: Digitalization, Digital Cultures and User Practices",participatory practice,0.6407795,True
"Digital Media: Digitalization, Digital Cultures and User Practices",old medium,0.5393701,True
"Digital Media: Digitalization, Digital Cultures and User Practices",interactivity,0.6444562,True
"Digital Media: Digitalization, Digital Cultures and User Practices",participation gap,0.6399225,True
"Digital Media: Digitalization, Digital Cultures and User Practices",humanity digital medium,0.7068492,True
"Digital Media: Digitalization, Digital Cultures and User Practices",cultural expression,0.63488925,True
"Digital Media: Digitalization, Digital Cultures and User Practices",recent development,0.59752953,True
"Digital Media: Digitalization, Digital Cultures and User Practices",medium platform,0.5687624,True
"Digital Media: Digitalization, Digital Cultures and User Practices",user website,0.540397,True
"Digital Media: Digitalization, Digital Cultures and User Practices",participation,0.6609535,True
"Digital Media: Digitalization, Digital Cultures and User Practices",digital society,0.7675134,True
"Digital Media: Digitalization, Digital Cultures and User Practices",comparative cultural logic,0.6234902,True
"Digital Media: Digitalization, Digital Cultures and User Practices",social participation,0.6764338,True
"Digital Media: Digitalization, Digital Cultures and User Practices",digital culture,0.79175705,True
"Digital Media: Digitalization, Digital Cultures and User Practices",digital age,0.67878956,True
"Digital Media: Digitalization, Digital Cultures and User Practices",digitization,0.6407272,True
"Digital Media: Digitalization, Digital Cultures and User Practices",net activism,0.6583402,True
"Digital Media: Digitalization, Digital Cultures and User Practices",democratic possibility,0.60962325,True
"Digital Media: Digitalization, Digital Cultures and User Practices",digital citizenship,0.72034454,True
"Digital Media: Digitalization, Digital Cultures and User Practices",different medium platform,0.6208998,True
"Digital Media: Digitalization, Digital Cultures and User Practices",digitalization,0.6854195,True
"Digital Media: Digitalization, Digital Cultures and User Practices",participation culture,0.7235031,True
"Digital Media: Digitalization, Digital Cultures and User Practices",digital literature,0.64675874,True
"Digital Media: Digitalization, Digital Cultures and User Practices",new genre,0.57843924,True
"Digital Media: Digitalization, Digital Cultures and User Practices",online economy,0.61744225,True
"Digital Media: Digitalization, Digital Cultures and User Practices",new medium,0.6427525,True
"Digital Media: Digitalization, Digital Cultures and User Practices",digital medium,0.67100394,True
"Digital Media: Digitalization, Digital Cultures and User Practices",user practice,0.6022828,True
"Digital Media: Digitalization, Digital Cultures and User Practices",contemporarydian society,0.7023686,True
"Digital Media: Digitalization, Digital Cultures and User Practices",cultural protocol,0.6235094,True
Media and Technology; Philosophical Perspectives,otphilosopher,0.5907836,True
Media and Technology; Philosophical Perspectives,different philosophical theory,0.6697478,True
Media and Technology; Philosophical Perspectives,media theory,0.71385056,True
Media and Technology; Philosophical Perspectives,technology,0.59743065,True
Media and Technology; Philosophical Perspectives,philosophical perspective,0.70805174,True
Media and Technology; Philosophical Perspectives,different medium,0.60369146,True
Media and Technology; Philosophical Perspectives,technical,0.5599781,True
Media and Technology; Philosophical Perspectives,philosophy,0.6221224,True
Media and Technology; Philosophical Perspectives,discussion,0.5618205,True
Media and Technology; Philosophical Perspectives,philosophical approach,0.69108814,True
Media and Technology; Philosophical Perspectives,technical artifact,0.6057637,True
Media and Technology; Philosophical Perspectives,change medium,0.5291245,True
Media and Technology; Philosophical Perspectives,heidegger,0.6519011,True
Media and Technology; Philosophical Perspectives,contemporary philosophical debate,0.7037512,True
Media and Technology; Philosophical Perspectives,contemporary debate,0.61215687,True
Media and Technology; Philosophical Perspectives,feminist tradition,0.5646912,True
Media and Technology; Philosophical Perspectives,specific technology,0.5977775,True
Media and Technology; Philosophical Perspectives,technological culture,0.7051229,True
Media and Technology; Philosophical Perspectives,healthcare technology,0.57353175,True
Media and Technology; Philosophical Perspectives,hermeneutic tradition,0.60618806,True
Media and Technology; Philosophical Perspectives,ethic,0.5571612,True
Media and Technology; Philosophical Perspectives,critical philosophy,0.6741548,True
Media and Technology; Philosophical Perspectives,21st century,0.5803134,True
Cultural Studies II: Visual Cultures,object,0.5401915,True
Cultural Studies II: Visual Cultures,subjectivity,0.5873319,True
Cultural Studies II: Visual Cultures,interdisciplinary field,0.6436809,True
Cultural Studies II: Visual Cultures,museum exhibition,0.5872954,True
Cultural Studies II: Visual Cultures,cultural,0.6468204,True
Cultural Studies II: Visual Cultures,museum,0.53537226,True
Cultural Studies II: Visual Cultures,cultural theory,0.7196537,True
Cultural Studies II: Visual Cultures,technology,0.52805954,True
Cultural Studies II: Visual Cultures,theoreticalsight,0.55810773,True
Cultural Studies II: Visual Cultures,cultural ii,0.71303254,True
Cultural Studies II: Visual Cultures,perspective,0.56548023,True
Cultural Studies II: Visual Cultures,interdisciplinary opportunity,0.61658883,True
Cultural Studies II: Visual Cultures,economic analysis,0.5079291,True
Cultural Studies II: Visual Cultures,digital culture,0.70271206,True
Cultural Studies II: Visual Cultures,disciplinary assumption,0.51052994,True
Cultural Studies II: Visual Cultures,academic,0.5963546,True
Cultural Studies II: Visual Cultures,visual object,0.62683046,True
Cultural Studies II: Visual Cultures,literary,0.53868693,True
Cultural Studies II: Visual Cultures,interdisciplinary nature,0.61352324,True
Cultural Studies II: Visual Cultures,conceptualization,0.57465553,True
Cultural Studies II: Visual Cultures,material culture,0.7138752,True
Cultural Studies II: Visual Cultures,ocularcentric form,0.56274307,True
Cultural Studies II: Visual Cultures,arttory,0.6216582,True
Cultural Studies II: Visual Cultures,interdisciplinary,0.63180923,True
Cultural Studies II: Visual Cultures,visual culture,0.8263711,True
Cultural Studies II: Visual Cultures,theoretical context,0.61595285,True
Cultural Studies II: Visual Cultures,culture,0.58947,True
Cultural Studies II: Visual Cultures,contemporary overlap,0.61168194,True
Cultural Studies II: Visual Cultures,analysis,0.5730367,True
Science and Technology Studies 1: Living in a Technological Culture,technological culture,0.6916923,True
Science and Technology Studies 1: Living in a Technological Culture,shape society,0.52557516,True
