student_num,module_abb,grade,appraisal_date,pass
24477916,SCI1016,8.2,2018-12-14,1
24477916,SSC3017,8.4,2019-04-12,1
24477916,SCI2041,7.7,2019-04-12,1
24477916,SSC3056,7.5,2019-05-31,1
24480956,SSC2020,8.2,2018-10-20,1
24480956,SCI2018,5.6,2019-02-08,0
24480956,SCI2019,7.4,2019-05-31,1
24484148,SCI2011,7.3,2018-10-20,1
24484148,SSC2020,7.7,2018-10-20,1
24484148,SSC3047,8.6,2018-12-14,1
24484148,SSC1007,9.6,2019-04-12,1
24484148,SSC2018,7.7,2019-04-12,1
24484148,SSC2043,7.7,2019-05-31,1
24484148,SSC2022,8.4,2019-05-31,1
24486320,HUM3036,7.5,2018-10-20,1
24486320,HUM3043,7.5,2018-10-20,1
24486320,HUM3050,7.2,2018-12-14,1
24486320,SCI1005,8.6,2018-12-14,1
24496608,SCI1010,9.0,2018-10-19,1
24496608,COR1002,6.4,2018-12-14,1
24496608,HUM2022,9.0,2018-12-14,1
24496608,SSC3047,9.0,2018-12-14,1
24496840,HUM3043,7.5,2018-10-20,1
24496840,SCI2022,8.9,2018-10-20,1
24496840,COR1002,8.0,2018-12-14,1
24498092,HUM3043,7.5,2018-10-20,1
24498092,SSC2046,7.1,2018-10-20,1
24498092,SSC3047,8.4,2018-12-14,1
24498092,SCI1005,8.0,2018-12-14,1
24498116,SSC3036,7.1,2018-10-20,1
24498116,COR1002,5.7,2018-12-14,0
24498116,HUM1010,9.0,2018-12-14,1
24499048,HUM3040,8.0,2018-12-14,1
24499048,SSC1027,7.7,2018-12-14,1
24499984,SSC3019,8.1,2018-10-20,1
24499984,COR1004,7.5,2018-12-14,1
24499984,SCI2036,8.9,2018-12-14,1
24500192,HUM3043,7.0,2018-10-20,1
24500192,SSC3036,7.2,2018-10-20,1
24500192,COR1002,7.7,2018-12-14,1
24500192,SSC3032,5.5,2019-02-11,0
24500192,SSC3038,7.9,2019-04-12,1
24500192,SCI2039,8.3,2019-05-31,1
24500344,SSC3019,8.3,2018-10-20,1
24500344,COR1002,7.4,2018-12-14,1
24500344,SSC3033,8.6,2018-12-14,1
24501892,HUM2046,7.8,2018-10-20,1
24501892,COR1004,7.5,2018-12-14,1
24501892,SCI2036,9.4,2018-12-14,1
24503188,SCI2002,6.7,2018-10-20,1
24503188,SCI3003,7.0,2018-10-20,1
24503188,COR1002,5.7,2018-12-14,0
24503188,SSC3023,7.6,2019-04-12,1
24503188,SCI2040,7.5,2019-04-12,1
24503188,SCI2031,7.2,2019-05-31,1
24503188,SCI2009,7.6,2019-05-31,1
24503188,SCI3049,7.6,2019-05-31,1
24503984,SCI1010,9.6,2018-10-19,1
24503984,SSC3036,7.2,2018-10-20,1
24503984,SSC3012,6.6,2018-12-14,1
24503984,SSC3032,8.0,2018-12-14,1
24503984,COR1003,9.2,2019-04-12,1
24503984,SSC2037,8.0,2019-04-12,1
24503984,COR1002,6.8,2019-05-31,1
24503984,SSC3052,8.0,2019-05-31,1
24504108,COR1004,6.6,2019-05-31,1
24504108,SSC3023,7.0,2019-04-12,1
24504108,HUM3042,8.0,2019-05-31,1
24504176,SCI2041,6.3,2019-04-12,1
24504176,SSC2008,7.3,2019-05-31,1
24504176,SSC3040,7.6,2019-05-31,1
24504324,SSC2027,7.6,2019-04-12,1
24504324,HUM1003,8.0,2019-04-12,1
24504324,SSC2060,6.8,2019-05-31,1
24504324,SSC3052,7.1,2019-05-31,1
24504372,SSC3023,7.9,2019-04-12,1
24504372,COR1004,7.1,2019-05-31,1
24504816,HUM3036,5.5,2019-01-15,0
24504816,SCI1016,6.3,2018-12-14,1
24504816,HUM3040,5.5,2018-12-14,0
24504816,COR1002,5.9,2019-05-31,0
24504816,SSC3056,7.2,2019-05-31,1
24504816,HUM3051,7.6,2019-04-12,1
24504844,COR1003,6.8,2018-10-20,1
24504844,SSC1029,7.0,2018-10-20,1
24504844,SCI1016,7.5,2018-12-14,1
24504844,SSC2055,7.8,2018-12-14,1
24504844,SSC1005,6.9,2019-04-12,1
24504844,SSC3017,7.9,2019-04-12,1
24504844,SSC2043,6.1,2019-05-31,1
24504844,HUM2008,7.7,2019-05-31,1
24505324,SSC2018,8.4,2019-04-12,1
24505324,SSC3055,8.6,2019-04-12,1
24505324,COR1002,7.3,2019-05-31,1
24505324,SSC3059,8.5,2019-05-31,1
24505860,SSC3038,8.0,2019-04-12,1
24505860,SSC3017,7.9,2019-04-12,1
24505860,SSC3056,8.0,2019-05-31,1
24506668,SSC3017,7.9,2019-04-12,1
24506668,SCI2041,7.0,2019-04-12,1
24506668,COR1004,8.2,2019-05-31,1
24507120,SSC3017,7.2,2019-04-12,1
24507120,SCI2041,8.0,2019-04-12,1
24507120,COR1002,5.0,2019-05-31,0
24507120,SSC3056,7.1,2019-05-31,1
24507348,SCI2041,8.7,2019-04-12,1
24507348,COR1002,7.0,2019-05-31,1
24507348,SSC3056,8.4,2019-05-31,1
24507348,SCI2019,8.2,2019-05-31,1
24508124,SSC2020,9.5,2018-10-20,1
24508124,SCI2018,7.6,2018-12-14,1
24508124,SSC2048,10.0,2018-12-14,1
24508124,SCI2033,8.0,2019-04-12,1
24508124,SCI3006,7.8,2019-04-12,1
24508124,COR1002,8.9,2019-05-31,1
24508152,COR1004,7.0,2018-12-14,1
24508152,SSC2048,10.0,2018-12-14,1
24508152,SSC2020,9.5,2018-10-20,1
24508152,SCI2018,7.0,2018-12-14,1
24508200,HUM2047,8.0,2019-04-12,1
24508200,HUM3051,9.0,2019-04-12,1
24508200,HUM2031,7.2,2019-05-31,1
24508388,HUM2003,7.4,2018-10-20,1
24508388,HUM2005,8.2,2018-10-20,1
24508388,COR1002,6.6,2018-12-14,1
24508388,SCI1016,8.3,2018-12-14,1
24508388,HUM1003,8.4,2019-04-12,1
24508388,SSC3038,8.0,2019-04-12,1
24508388,SSC3040,8.1,2019-05-31,1
24508608,SSC2037,7.6,2019-04-12,1
24508608,SSC3023,7.8,2019-04-12,1
24508608,SSC3040,5.3,2019-05-31,0
24508608,SSC3052,8.4,2019-05-31,1
24509044,SSC3019,6.6,2018-10-20,1
24509044,SCI1005,8.3,2018-12-14,1
24509044,SCI1016,7.1,2018-12-14,1
24509044,SSC3011,7.4,2019-04-12,1
24509044,SSC3056,7.5,2019-05-31,1
24509068,HUM1003,7.6,2019-04-12,1
24509068,SSC2018,7.0,2019-04-12,1
24509068,SSC2008,7.4,2019-05-31,1
24509068,SCI2039,7.9,2019-05-31,1
24509104,SSC3017,7.9,2019-04-12,1
24509104,SSC2022,7.6,2019-05-31,1
24509352,SCI1009,6.3,2018-10-20,1
24509352,SSC2028,7.8,2018-12-14,1
24509352,SSC3038,8.3,2019-04-12,1
24509352,SSC3040,7.8,2019-05-31,1
24509352,SSC2065,7.4,2019-05-31,1
24510152,COR1003,6.8,2018-10-20,1
24510152,SSC3019,8.7,2018-10-20,1
24510152,SSC2061,9.1,2018-12-14,1
24510152,SCI2034,8.8,2018-12-14,1
24510152,SSC3023,8.3,2019-04-12,1
24510152,SSC2062,9.2,2019-03-29,1
24510152,SSC2050,8.0,2019-05-31,1
24510152,SSC3018,8.6,2019-05-31,1
24510228,SSC3017,8.4,2019-04-12,1
24510228,SCI2041,7.5,2019-04-12,1
24510228,SSC3056,8.0,2019-05-31,1
24510424,SCI2022,7.8,2019-02-15,1
24510424,SCI3007,7.8,2018-10-20,1
24510424,COR1002,6.3,2018-12-14,1
24510424,SCI2018,7.2,2018-12-14,1
24510424,SCI2037,6.8,2019-04-12,1
24510424,HUM3051,6.9,2019-08-23,1
24510424,SCI3049,7.1,2019-05-31,1
24510424,SCI2031,8.0,2019-05-31,1
24510764,SSC3019,6.1,2018-10-20,1
24510764,SCI2036,8.7,2018-12-14,1
24510764,SCI2002,7.9,2018-10-20,1
24510764,SCI3006,7.6,2019-04-12,1
24510764,COR1004,7.4,2019-05-31,1
24510988,SCI2010,8.3,2019-04-12,1
24510988,SSC3018,7.4,2019-05-31,1
24510988,SCI3051,6.5,2019-05-31,1
24511208,SSC3023,8.0,2019-04-12,1
24511208,SSC2062,8.6,2019-03-29,1
24511208,SSC3056,7.8,2019-05-31,1
24511452,SCI2041,7.2,2019-04-12,1
24511452,COR1002,6.7,2019-05-31,1
24511452,SSC2065,7.3,2019-05-31,1
24512544,SSC2039,8.3,2019-04-12,1
24512544,SSC3038,8.5,2019-04-12,1
24512544,HUM3034,7.1,2019-05-31,1
24512544,HUM2030,8.0,2019-05-31,1
24512860,HUM2051,8.1,2019-04-12,1
24512860,SSC3017,8.5,2019-04-12,1
24512860,SCI2039,7.9,2019-05-31,1
24512888,SCI2037,8.1,2019-04-12,1
24512888,SCI2031,9.0,2019-05-31,1
24512888,SCI3049,8.4,2019-05-31,1
24513304,HUM2003,7.8,2018-10-20,1
24513304,SSC2028,8.6,2018-12-14,1
24513304,HUM3043,8.0,2018-10-20,1
24513304,HUM3029,8.0,2019-04-12,1
24513304,COR1002,7.3,2019-05-31,1
24513304,SSC3040,8.8,2019-05-31,1
24513936,HUM3029,8.5,2019-04-12,1
24513936,SCI2037,6.4,2019-04-12,1
24513936,HUM2031,7.7,2019-05-31,1
24513936,SCI2009,7.2,2019-05-31,1
24514504,HUM2051,7.7,2019-04-12,1
24514504,SCI2041,7.0,2019-04-12,1
24514504,HUM3042,8.0,2019-05-31,1
24514504,HUM2031,8.0,2019-05-31,1
24514596,SSC3036,6.9,2018-10-20,1
24514596,SCI1016,6.7,2018-12-14,1
24514596,HUM1003,6.4,2019-07-15,1
24514596,SCI2041,6.9,2019-04-12,1
24514596,SSC3051,8.0,2019-05-31,1
24514596,SSC3052,8.1,2019-07-10,1
24514624,SCI2002,3.1,2018-10-20,0
24514624,HUM3045,8.6,2018-10-20,1
24514624,SCI2018,4.4,2018-12-14,0
24514624,COR1004,7.2,2018-12-14,1
24514624,SCI2010,5.8,2019-04-12,0
24514624,SSC3023,7.1,2019-04-12,1
24514624,HUM2008,8.7,2019-05-31,1
24514624,SCI2019,9.7,2019-05-31,1
24515172,SSC2064,7.2,2019-04-12,1
24515172,SCI2041,6.0,2019-07-08,1
24515172,COR1002,7.0,2019-05-31,1
24515172,COR1004,7.2,2019-05-31,1
24515288,HUM3019,8.2,2019-04-12,1
24515288,SCI2041,7.1,2019-04-12,1
24515288,COR1002,8.5,2019-05-31,1
24515288,SSC3059,8.4,2019-05-31,1
24515552,SSC2018,8.3,2019-04-12,1
24515552,SCI2041,7.2,2019-04-12,1
24515552,HUM3042,7.5,2019-05-31,1
24515552,HUM2031,7.8,2019-05-31,1
24515576,COR1004,7.3,2019-05-31,1
24515576,SSC2022,6.6,2019-05-31,1
24515584,COR1003,2.4,2018-10-20,0
24515584,SSC1029,7.0,2018-10-20,1
24515584,SSC3047,4.8,2018-12-14,0
24515744,SCI2041,7.5,2019-04-12,1
24516224,SSC2064,8.0,2019-04-12,1
24516224,SCI2041,6.7,2019-04-12,1
24516224,SSC3056,8.3,2019-05-31,1
24516224,SSC3059,8.5,2019-05-31,1
24517124,HUM3029,7.0,2019-04-12,1
24517124,SSC2006,5.5,2019-04-12,0
24517124,COR1002,6.9,2019-05-31,1
24517124,SSC2050,6.3,2019-05-31,1
24517216,SSC3038,7.6,2019-04-12,1
24517216,SSC2008,7.5,2019-05-31,1
24517336,HUM2003,3.6,2018-10-20,0
24517420,SSC3018,8.5,2019-05-31,1
24517420,SCI2039,8.0,2019-05-31,1
24517420,SSC2062,6.4,2019-03-29,1
24517888,SSC2064,8.4,2019-04-12,1
24517888,HUM3051,8.3,2019-04-12,1
24517888,SSC2004,8.5,2019-05-31,1
24517888,SSC3040,7.7,2019-05-31,1
24518588,SSC2027,7.1,2019-04-12,1
24518588,HUM2007,8.3,2019-05-31,1
24518588,SSC2039,7.3,2019-04-12,1
24518588,SSC3051,8.4,2019-05-31,1
24518868,COR1004,8.1,2018-12-14,1
24518868,SCI2018,8.4,2018-12-14,1
24518868,SCI2002,7.3,2018-10-20,1
24518868,SCI2019,8.9,2019-05-31,1
24518868,SSC3018,8.8,2019-05-31,1
24518868,SCI2010,9.7,2019-04-12,1
24520044,HUM2051,8.2,2019-04-12,1
24520044,SCI2041,6.2,2019-04-12,1
24520044,SSC2065,8.8,2019-05-31,1
24520044,SSC3056,8.3,2019-05-31,1
24520168,HUM3043,8.0,2019-02-18,1
24520168,COR1002,7.4,2018-12-14,1
24520168,HUM3040,7.5,2019-02-14,1
24520168,SSC3038,7.2,2019-08-28,1
24520168,HUM2031,7.4,2019-05-31,1
24520188,HUM1012,6.4,2018-10-20,1
24520188,SCI2011,6.2,2018-10-20,1
24520188,SSC3033,6.4,2018-12-14,1
24520188,HUM2022,6.2,2018-12-14,1
24520188,SCI2010,5.7,2019-04-12,0
24520188,SSC2064,8.4,2019-04-12,1
24520188,SSC3040,7.6,2019-05-31,1
24520756,SCI2022,7.7,2018-10-20,1
24520756,SSC2061,9.2,2018-12-14,1
24520756,SSC2025,8.2,2018-12-14,1
24520756,HUM1003,7.6,2019-04-12,1
24520756,SSC3023,8.2,2019-04-12,1
24520756,SCI2009,8.2,2019-05-31,1
24520812,HUM2046,5.8,2018-10-20,0
24520812,SSC2055,6.0,2018-12-14,1
24520812,SSC2061,1.6,2018-12-14,0
24520812,SSC2062,2.3,2019-03-29,0
24520812,SSC2008,7.6,2019-05-31,1
24520844,HUM3043,8.0,2018-10-20,1
24520844,COR1002,6.5,2018-12-14,1
24520844,SSC3032,6.3,2018-12-14,1
24520844,HUM3019,6.0,2019-07-17,1
24520844,HUM2008,8.0,2019-05-31,1
24520844,HUM3034,5.5,2019-08-12,0
24521892,SSC2037,8.6,2019-04-12,1
24521892,SSC3055,8.8,2019-04-12,1
24521892,SCI2039,8.4,2019-05-31,1
24521984,HUM3019,6.5,2019-07-17,1
24521984,SSC2064,9.2,2019-08-20,1
24521984,SSC3040,7.9,2019-05-31,1
24521984,SSC3052,0.8,2019-05-31,0
24522536,SSC3019,6.1,2018-10-20,1
24522536,COR1004,7.8,2018-12-14,1
24522536,HUM3029,9.0,2019-04-12,1
24522536,SSC2062,7.0,2019-03-29,1
24522536,SCI3046,6.6,2019-05-31,1
24522536,SSC3018,6.3,2019-05-31,1
24522996,HUM3051,9.2,2019-04-12,1
24522996,HUM2056,8.9,2019-05-31,1
24522996,SSC2064,8.9,2019-04-12,1
24522996,HUM2030,9.2,2019-05-31,1
24523328,SSC2064,9.5,2019-04-12,1
24523328,SSC2043,7.5,2019-05-31,1
24523328,SSC3040,7.9,2019-05-31,1
24523624,COR1002,7.7,2019-05-31,1
24524780,SCI3006,7.4,2019-04-12,1
24524780,HUM2030,8.6,2019-05-31,1
24524792,SCI2041,8.3,2019-04-12,1
24524792,SSC3018,7.3,2019-05-31,1
24524884,SSC3055,6.0,2019-04-12,1
24524884,COR1002,5.0,2019-07-15,0
24524884,SSC3052,2.4,2019-05-31,0
24524960,SSC2062,6.7,2019-03-29,1
24524960,COR1002,7.6,2019-05-31,1
24524960,SSC2004,6.9,2019-05-31,1
24525104,SCI2011,8.9,2018-10-20,1
24525104,COR1002,8.2,2018-12-14,1
24525104,SSC3023,9.0,2019-04-12,1
24525104,SSC2062,9.1,2019-03-29,1
24525104,SCI3046,8.7,2019-05-31,1
24525104,SSC3018,8.5,2019-05-31,1
24525452,SSC3030,9.0,2018-10-19,1
24525452,SSC3054,8.8,2018-10-19,1
24525452,SCI1005,9.1,2018-12-14,1
24525452,SCI2018,7.5,2018-12-14,1
24526532,SCI2041,6.4,2019-04-12,1
24526532,SSC3056,7.8,2019-05-31,1
24526744,SSC2064,8.5,2019-04-12,1
24526744,SSC3055,7.9,2019-04-12,1
24526744,COR1004,7.3,2019-05-31,1
24526744,SSC3056,8.1,2019-05-31,1
24527512,COR1003,8.1,2019-04-12,1
24527512,SCI2041,8.8,2019-04-12,1
24527512,SSC3056,8.4,2019-05-31,1
24527612,SCI1010,10.0,2018-10-19,1
24527612,SSC1029,7.8,2018-10-20,1
24527612,COR1002,6.2,2018-12-14,1
24527612,SSC3047,9.1,2018-12-14,1
24527612,SSC3011,7.6,2019-04-12,1
24527612,SSC3017,8.3,2019-04-12,1
24527612,SSC3056,7.3,2019-05-31,1
24527616,SCI2041,5.8,2019-04-12,0
24527616,COR1002,6.6,2019-05-31,1
24527616,HUM2031,7.9,2019-05-31,1
24527876,SSC2018,6.6,2019-04-12,1
24527876,SSC3055,8.1,2019-04-12,1
24527876,SSC3051,7.2,2019-05-31,1
24527876,SSC3059,9.0,2019-05-31,1
24529772,COR1003,8.9,2019-04-12,1
24529772,SCI2033,9.6,2019-04-12,1
24533156,SCI2041,6.2,2019-04-12,1
24533156,SSC2008,8.0,2019-05-31,1
24533156,SSC2022,7.7,2019-05-31,1
24533640,SSC3038,8.2,2019-04-12,1
24533640,SSC3017,7.8,2019-04-12,1
24533640,SSC3056,7.6,2019-05-31,1
24537596,SCI2033,9.5,2019-04-12,1
24537596,HUM3051,8.2,2019-04-12,1
24537596,SCI2019,10.0,2019-05-31,1
24537984,SCI2010,2.5,2019-07-16,0
24537984,COR1002,4.9,2019-07-15,0
24537984,SSC2039,7.3,2019-04-12,1
24537984,SCI2019,2.4,2019-07-04,0
24538284,SCI2041,6.8,2019-04-12,1
24538284,HUM2008,7.3,2019-05-31,1
24538284,HUM3042,7.5,2019-05-31,1
24538340,SCI2041,7.0,2019-04-12,1
24538340,SSC3056,8.0,2019-05-31,1
24538548,SSC3012,8.2,2018-12-14,1
24538548,SSC1005,8.9,2018-10-20,1
24538548,SCI2010,9.5,2019-04-12,1
24538548,SSC2006,9.4,2019-04-12,1
24538548,SSC3051,8.8,2019-05-31,1
24538548,SSC3052,7.8,2019-05-31,1
24539020,SCI2033,8.3,2019-04-12,1
24539020,SCI3006,7.4,2019-04-12,1
24539020,SSC3018,9.1,2019-05-31,1
24539020,SSC2053,8.8,2019-05-31,1
